assay_name	compound_pubchem_cid	assay_outcome	cid	smiles
tox21-mitotox-p1	CID_6528	1	6528	O=P(Oc1ccccc1)(Oc2ccc(C)cc2)Oc3ccccc3
tox21-mitotox-p1	CID_10187	1	10187	Oc2c3c(cc1cccc(O)c12)cccc3O
tox21-mitotox-p1	CID_16719	1	16719	Nc1ccc(N)c2ccccc12
tox21-mitotox-p1	CID_6627	1	6627	Cl[Si](Cl)(c1ccccc1)c2ccccc2
tox21-mitotox-p1	CID_11796	1	11796	Oc2ccc3C(=O)c1ccccc1C(=O)c3c2
tox21-mitotox-p1	CID_17819	1	17819	Cc1cc(O)ccc1N
tox21-mitotox-p1	CID_95717	1	95717	O=C5CCCc1c5cc2ccc4cccc3ccc1c2c34
tox21-mitotox-p1	CID_8154	1	8154	[Cl-].C[N+](C)(C)CCCCCCCCCCCCCCCC
tox21-mitotox-p1	CID_8755	1	8755	[Cl-].C[N+](C)(Cc1ccccc1)CCCCCCCCCCCCCC
tox21-mitotox-p1	CID_4669250	1	4669250	[O-][N+](=O)c1cc2c(cc1)NC(=O)C2=O
tox21-mitotox-p1	CID_12635	1	12635	N#C/C(C#N)=C(/C#N)C#N
tox21-mitotox-p1	CID_65575	1	65575	C[C@@H]3CC[C@@H]1[C@]23C[C@H](C1(C)C)[C@](C)(O)CC2
tox21-mitotox-p1	CID_8418	1	8418	c1ccc2cc3ccccc3cc2c1
tox21-mitotox-p1	CID_36606	1	36606	[O-][N+](=O)c1cc(cc([N+]([O-])=O)c1N(CCC)CCC)C(C)C
tox21-mitotox-p1	CID_6868	1	6868	O=S(=O)(O)c1cc(O)c2ccc(N)cc2c1
tox21-mitotox-p1	CID_6681	1	6681	O=C2c1ccccc1C(=O)c3c2c(N)c(Br)cc3Br
tox21-mitotox-p1	CID_1674	1	1674	Cc2ccc3cc1c5ccccc5ccc1c4CCc2c34
tox21-mitotox-p1	CID_23892	1	23892	Cl.Cl.Cl.Cl.Nc1ccc(cc1N)c2ccc(N)c(N)c2
tox21-mitotox-p1	CID_3884	1	3884	C/C(C)=C\CC=2C(=O)c1ccccc1C(=O)C=2O
tox21-mitotox-p1	CID_7018	1	7018	O=C1c3ccccc3Cc2ccccc12
tox21-mitotox-p1	CID_74867	1	74867	CC(=O)c2ccc3ccc1ccccc1c3c2
tox21-mitotox-p1	CID_82703	1	82703	O=Cc2c1ccccc1c(Cl)c3ccccc23
tox21-mitotox-p1	CID_14586	1	14586	N#Cc2c3ccccc3cc1ccccc12
tox21-mitotox-p1	CID_73848	1	73848	OCc2c3ccccc3cc1ccccc12
tox21-mitotox-p1	CID_5354198	1	5354198	Oc2ccc(/N=N/c1ccccc1)cc2
tox21-mitotox-p1	CID_25622	1	25622	Clc2ccccc2c1ccccc1Cl
tox21-mitotox-p1	CID_8689	1	8689	N(=N/Nc1ccccc1)\c2ccccc2
tox21-mitotox-p1	CID_16682804	1	16682804	CC(=O)O[Sn](c1ccccc1)(c2ccccc2)c3ccccc3
tox21-mitotox-p1	CID_5284483	1	5284483	[Zn+2].[S-]C(=S)N(CCCC)CCCC.CCCCN(CCCC)C([S-])=S
tox21-mitotox-p1	CID_5035	1	5035	Oc1ccc(cc1)c3sc2cc(O)ccc2c3C(=O)c5ccc(OCCN4CCCCC4)cc5
tox21-mitotox-p1	CID_16217238	1	16217238	N#C[N-]C#N.CCCCCC[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC
tox21-mitotox-p1	CID_11181836	1	11181836	FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC
tox21-mitotox-p1	CID_11258643	1	11258643	CCCCn1cc[n+](C)c1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
tox21-mitotox-p1	CID_22078297	1	22078297	[Br-].C[n+]1ccn(CCCCCCCCCC)c1
tox21-mitotox-p1	CID_6014	1	6014	Cl.CN(C)C(C)CN1c3ccccc3Sc2ccccc12
tox21-mitotox-p1	CID_14127	1	14127	Oc1ccc(cc1)C(=O)OCCCCCC
tox21-mitotox-p1	CID_2734225	1	2734225	[Cl-].C[n+]1ccn(CCCCCCCCCC)c1
tox21-mitotox-p1	CID_10044526	1	10044526	F[P-](F)(F)(F)(F)F.C[n+]1ccn(CCCCCCCCCC)c1
tox21-mitotox-p1	CID_11750474	1	11750474	Cc1[n+](CCC)ccn1C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
tox21-mitotox-p1	CID_2775940	1	2775940	[Cl-].CCCCCCCCCC[n+]1ccn(CCCCCCCCCC)c1C
tox21-mitotox-p1	CID_46226173	1	46226173	F[B-](F)(F)F.C[n+]1ccn(CCCCCCCCCCCC)c1
tox21-mitotox-p1	CID_23160059	1	23160059	FC(F)(F)S([O-])(=O)=O.C[n+]1ccn(CCCCCCCCCCCC)c1
tox21-mitotox-p1	CID_21932259	1	21932259	C[n+]1ccn(CC)c1C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
tox21-mitotox-p1	CID_16211417	1	16211417	[I-].C[n+]1ccn(CCCCCCCCCCCC)c1
tox21-mitotox-p1	CID_16682746	1	16682746	CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC
tox21-mitotox-p1	CID_6862	0	6862	O=C(O)Cc2cccc1ccccc12
tox21-mitotox-p1	CID_7681	0	7681	CN(C)Cc1ccccc1
tox21-mitotox-p1	CID_3039	0	3039	COP(=O)(OC)O\C=C(\Cl)Cl
tox21-mitotox-p1	CID_1004	0	1004	O=P(O)(O)O
tox21-mitotox-p1	CID_6010	0	6010	O=C4CC[C@@]3(C)C(CC[C@@H]2[C@@H]3CC[C@@]1(C)[C@H]2CC[C@]1(C)O)=C4
tox21-mitotox-p1	CID_5959	0	5959	O=[N+]([O-])c1ccc(cc1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl
tox21-mitotox-p1	CID_5943	0	5943	ClC(Cl)(Cl)Cl
tox21-mitotox-p1	CID_10204	0	10204	O=C4CC[C@@]3(C)C(CC[C@@H]1[C@@H]3CC[C@]2(C)[C@H](O)CC[C@@H]12)=C4
tox21-mitotox-p1	CID_3423265	0	3423265	[Na+].[O-]S(=O)(=O)OCCCCCCCCCCCC
tox21-mitotox-p1	CID_6421	0	6421	ClC(Cl)(Cl)C(=O)O
tox21-mitotox-p1	CID_23665760	0	23665760	[Na+].[O-]Cl
tox21-mitotox-p1	CID_4064	0	4064	O=C(N)OCC(C)(COC(=O)N)CCC
tox21-mitotox-p1	CID_190	0	190	Nc1ncnc2ncnc12
tox21-mitotox-p1	CID_636396	0	636396	O=S(=O)(O)O.N[C@@H]3[C@@H](O)[C@H](O)[C@@H](CN)O[C@@H]3O[C@H]2[C@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O)[C@H](N)C[C@@H]2N
tox21-mitotox-p1	CID_442021	0	442021	COc1cc2c(cc1OC)N5C(=O)C[C@@H]4OCC=C3CN7CC[C@]26[C@@H]7C[C@@H]3[C@@H]4[C@H]56
tox21-mitotox-p1	CID_3083802	0	3083802	Cl.CCN(CC)CCNC(=O)COc1ccc(cc1)OC
tox21-mitotox-p1	CID_4059	0	4059	OCC(O)COc1ccccc1C
tox21-mitotox-p1	CID_5143	0	5143	O=C2NS(=O)(=O)c1ccccc12
tox21-mitotox-p1	CID_92965	0	92965	Cl.CC(CN1CCCCC1)C(=O)c2ccc(C)cc2
tox21-mitotox-p1	CID_70912	0	70912	O=C(C)N[C@@H](CC(C)C)C(=O)O
tox21-mitotox-p1	CID_2581	0	2581	O=C(O)C(C)c1ccc2c3cc(Cl)ccc3nc2c1
tox21-mitotox-p1	CID_44561	0	44561	[Na+].[Na+].[Na+].[O-]C(=O)P([O-])([O-])=O
tox21-mitotox-p1	CID_25195407	0	25195407	[Na+].O=C([O-])[C@@H]2N3C(=O)[C@@H](NC(=O)[C@H](N=C)c1ccccc1)[C@H]3SC2(C)C
tox21-mitotox-p1	CID_93095	0	93095	[Ca+2].[O-]P([O-])(=O)[C@H]1O[C@H]1C
tox21-mitotox-p1	CID_23663974	0	23663974	[Na+].O=C1C(=O)N(CC)CCN1C(=O)N[C@H](c2ccc(O)cc2)C(=O)N[C@@H]5C(=O)N4C(=C(CSc3nnnn3C)CS[C@@H]45)C([O-])=O
tox21-mitotox-p1	CID_5773	0	5773	[O-]C(=O)C=3N4C(=O)[C@@H](NC(=O)Cc1cccs1)[C@H]4SCC=3C[n+]2ccccc2
tox21-mitotox-p1	CID_337359	0	337359	Fc2ccc3OCC[C@]1(NC(=O)NC1=O)c3c2
tox21-mitotox-p1	CID_60490	0	60490	NC(=O)N(O)C(C)c1cc2ccccc2s1
tox21-mitotox-p1	CID_38409	0	38409	O=C(c1ccc(OCC(=O)O)c(Cl)c1Cl)c2cccs2
tox21-mitotox-p1	CID_5281078	0	5281078	Oc3c1C(=O)OCc1c(C)c(OC)c3C\C=C(/C)CCC(=O)OCCN2CCOCC2
tox21-mitotox-p1	CID_10885665	0	10885665	O=C(N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(N)cc2)O[C@@H]3CCOC3
tox21-mitotox-p1	CID_392622	0	392622	CC(C)c4nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc3cncs3)C(C)C)cs4
tox21-mitotox-p1	CID_17756783	0	17756783	CCOc1ccc(cc1)NC(=C)Nc2ccc(OCC)cc2
tox21-mitotox-p1	CID_9548595	0	9548595	CC(C)C(=C\C)/CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
tox21-mitotox-p1	CID_33255	0	33255	O=C(O)C=3N4C(=O)[C@@H](NC(=O)Cn1cnnn1)[C@H]4SCC=3CSc2nnc(C)s2
tox21-mitotox-p1	CID_2118	0	2118	Clc1cc2C(=NCc3nnc(C)n3c2cc1)c4ccccc4
tox21-mitotox-p1	CID_15558682	0	15558682	Cl.CN3[C@H]1CC[C@@H]3[C@H]([C@@H](C1)OC(=O)c2ccccc2)C(=O)OC
tox21-mitotox-p1	CID_656832	0	656832	Cl.CN3[C@H]1CC[C@@H]3[C@H]([C@H](C1)OC(=O)c2ccccc2)C(=O)OC
tox21-mitotox-p1	CID_2723816	0	2723816	[Na+].[O-]C(=O)CC
tox21-mitotox-p1	CID_4117	0	4117	COc1ccccc1CC(C)NC
tox21-mitotox-p1	CID_71563	0	71563	CC(C)[C@@H](N)C(=O)O
tox21-mitotox-p1	CID_2724368	0	2724368	[Na+].O=C([O-])c1ccc(N)cc1O
tox21-mitotox-p1	CID_36354	0	36354	C=CCN(C1=NCCN1)c2c(Cl)cccc2Cl
tox21-mitotox-p1	CID_57952	0	57952	O=C(O)CCC(=O)O.C2C(C1=NCCN1)C2(c3ccccc3)c4ccccc4
tox21-mitotox-p1	CID_5359371	0	5359371	Oc3ccc4C[C@H]1N(CC[C@@]2(CCCC[C@@H]12)c4c3)CC=C
tox21-mitotox-p1	CID_5284596	0	5284596	O=C1CC[C@@]5(O)[C@H]2Cc4ccc(O)c3O[C@@H]1[C@]5(CCN2CC=C)c34
tox21-mitotox-p1	CID_5360515	0	5360515	O=C1CC[C@@]6(O)[C@H]3Cc5ccc(O)c4O[C@@H]1[C@]6(CCN3CC2CC2)c45
tox21-mitotox-p1	CID_5311304	0	5311304	Oc1ccc2C[C@H]4N(CC[C@@]35[C@@H](Oc1c23)[C@@H](O)CC[C@@]45O)CC6CCC6
tox21-mitotox-p1	CID_57242	0	57242	Nc1ncc2C[C@H]3N(CCC[C@@H]3Cc2n1)CCC
tox21-mitotox-p1	CID_55652	0	55652	Clc1ccc(cc1Cl)CC(=O)N(C)[C@H]2CC[C@]4(C[C@@H]2N3CCCC3)CCCO4
tox21-mitotox-p1	CID_5282381	0	5282381	O[C@@H]1CC(=O)[C@H](CCCCCCC(=O)OC)[C@H]1\C=C\CC(C)(O)CCCC
tox21-mitotox-p1	CID_9305	0	9305	Ic1cc(C[C@H](N)C(=O)O)cc(I)c1O
tox21-mitotox-p1	CID_8955	0	8955	CC(=O)[C@H]4CC[C@@H]3[C@]4(C)CC[C@H]2[C@H]3CC=C1C[C@@H](O)CC[C@@]12C
tox21-mitotox-p1	CID_5284513	0	5284513	Cc1c(C)c(/C=CC(\C)=C\C=C\C(\C)=C\C(=O)O)c(C)cc1OC
tox21-mitotox-p1	CID_245005	0	245005	CC(=O)O[C@@]37[C@@H](O)[C@H](OC)[C@@]6(O)C[C@@H]([C@]14C2[N@@](CC)C[C@](COC)([C@H](O)C[C@@H]1OC)[C@H]4[C@@H](OC)[C@@H]23)[C@@H]7[C@H]6OC(=O)c5ccccc5
tox21-mitotox-p1	CID_4078	0	4078	CS(=O)c2cc3N(CCC1CCCCN1C)c4ccccc4Sc3cc2
tox21-mitotox-p1	CID_5374	0	5374	C=CCN1CCc2sc(N)nc2CC1
tox21-mitotox-p1	CID_863	0	863	NC(=O)CCCCC1CCSS1
tox21-mitotox-p1	CID_16976	0	16976	[O-][n+]1cccc(c1)C(O)=O
tox21-mitotox-p1	CID_5756	0	5756	Oc3cc4CC[C@@H]1[C@H](CC[C@]2(C)[C@@H](O)[C@H](O)C[C@@H]12)c4cc3
tox21-mitotox-p1	CID_62827	0	62827	[Cl-].CO[Si](CCC[N+](C)(C)CCCCCCCCCCCCCCCCCC)(OC)OC
tox21-mitotox-p1	CID_16682738	0	16682738	O=C(O[Sn](CCCC)(OC(=O)CCCCCCCCCCC)CCCC)CCCCCCCCCCC
tox21-mitotox-p1	CID_31018	0	31018	NCc1cccnc1
tox21-mitotox-p1	CID_9639	0	9639	FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
tox21-mitotox-p1	CID_7652	0	7652	O=C(OCc1ccccc1)C=Cc2ccccc2
tox21-mitotox-p1	CID_8567	0	8567	O[C@H]([C@@H](O)CNC)[C@H](O)[C@H](O)CO
tox21-mitotox-p1	CID_6324663	0	6324663	O=C(N[C@@H](C)C(=O)O)[C@@H]3CCCN3C(=O)[C@H](Cc1cncn1)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC)C(C)C)C(C)C
tox21-mitotox-p1	CID_82325	0	82325	Cl.Cl.Oc1c(CO)c(cnc1C)CSSCc2cnc(C)c(O)c2CO
tox21-mitotox-p1	CID_5282409	0	5282409	O=C(O)/C=C\C(=O)O.Clc1ccc(cc1)C(OCCN(C)C)c2ccccn2
tox21-mitotox-p1	CID_23603	0	23603	NC(=O)C2c3ccccc3CCc1ccccc12
tox21-mitotox-p1	CID_3033877	0	3033877	OCC(O)COC(=O)CCCCCCC
tox21-mitotox-p1	CID_54693468	0	54693468	[Zn+2].O=C([O-])c1ccccc1O.[O-]C(=O)c1ccccc1O
tox21-mitotox-p1	CID_23675786	0	23675786	[Na+].O.O=C([O-])[C@@H]3N4C(=O)[C@@H](NC(=O)c2c(C)onc2c1c(Cl)cccc1Cl)[C@H]4SC3(C)C
tox21-mitotox-p1	CID_4595	0	4595	O=C1C(CCc3c1c2ccccc2n3C)Cn4ccnc4C
tox21-mitotox-p1	CID_11693	0	11693	[Br-].C[N+]3(C)CCC(OC(=O)C(O)(c1ccccc1)C2CCCC2)C3
tox21-mitotox-p1	CID_69092	0	69092	Oc1ccccc1C(=O)OCCC
tox21-mitotox-p1	CID_72060	0	72060	CCC(C(=O)NC(N)=O)c1ccccc1
tox21-mitotox-p1	CID_71773	0	71773	Cc1ccc(cc1)S(=O)([O-])=O.C[S+](C)CCC(=O)Nc1ccc(OCC(O)COCC)cc1
tox21-mitotox-p1	CID_8430	0	8430	O=C(CCCCCCCCCCC)N(CCO)CCO
tox21-mitotox-p1	CID_16161315	0	16161315	O=C6N[C@@H](CO)C(=O)N[C@@H](CSSC[C@H](NC(=O)CNC(=O)[C@H](C)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc4cnc3ccccc34)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(O)C)C(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@H]6C(O)C)C
tox21-mitotox-p1	CID_3084014	0	3084014	Cl.OC(c1ccc(O)cc1)C(C)NC
tox21-mitotox-p1	CID_44151582	0	44151582	O=S(=O)(O)O.Nc1scc(n1)\C(=N\OC)C(=O)N[C@@H]4C(=O)N3C(=C(C[n+]2ccc(N)n2CCO)CS[C@@H]34)C([O-])=O
tox21-mitotox-p1	CID_54727588	0	54727588	[Na+].[Na+].O=C([O-])c1cc(ccc1O)/N=N/c2cc(C([O-])=O)c(O)cc2
tox21-mitotox-p1	CID_160243	0	160243	[Br-].COC1C\C(C[N+](C)(C)C1)=C(/c2sccc2)c3cccs3
tox21-mitotox-p1	CID_6917754	0	6917754	Cl.Nc1c(cc(cc1Cl)C(O)CNC(C)(C)C)C(F)(F)F
tox21-mitotox-p1	CID_54679224	0	54679224	ClC1=CNC(=O)C=C1O
tox21-mitotox-p1	CID_60196300	0	60196300	Cl.Nc1scc(n1)\C(=N\OC)C(=O)N[C@@H]3C(=O)N2C(=C(CS[C@@H]23)CSc4cnns4)C(=O)O
tox21-mitotox-p1	CID_65457	0	65457	BrC1=C(NC(N)=NC1=O)c2ccccc2
tox21-mitotox-p1	CID_198695	0	198695	O=C([C@H]1CCC(=O)N1)N2CCCCC2
tox21-mitotox-p1	CID_185457	0	185457	O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1
tox21-mitotox-p1	CID_210301	0	210301	[I-].C[N+]1(CCCCC1)CC2COC(O2)(c3ccccc3)c4ccccc4
tox21-mitotox-p1	CID_3309	0	3309	O=C4c1ccccc1C(Nc3ccc(OCCN2CCCCC2)cc3)N4CC
tox21-mitotox-p1	CID_65870	0	65870	O=C(OCC)Cn1cccc1c2nc(c(s2)c3ccc(OC)cc3)c4ccc(OC)cc4
tox21-mitotox-p1	CID_20054967	0	20054967	CCCCC\C=C/C\C=C/CCCCCCCC(=O)NC(C)c1ccccc1
tox21-mitotox-p1	CID_20056549	0	20056549	O=C2N1C(=C(CO[C@H]1[C@@]2(OC)NC(=O)CSC(F)F)CSc3nnnn3CCO)C(=O)O
tox21-mitotox-p1	CID_198707	0	198707	C[C@H](CN1CCCC1)C(=O)c2ccc(cc2)C(F)(F)F
tox21-mitotox-p1	CID_636399	0	636399	Cl.CC(NN)CCc1ccc2OCOc2c1
tox21-mitotox-p1	CID_27891	0	27891	[Cl-].CC[NH+](CC)CCOC(=O)c1ccc(NCCCC)cc1
tox21-mitotox-p1	CID_23684123	0	23684123	[K+].Cc1ccccc1C(=O)N3CC/C(=N\OS([O-])(=O)=O)c2ccc(Cl)cc23
tox21-mitotox-p1	CID_5282215	0	5282215	O=C(O)/C=C/C(=O)O.O=C(CCC2CCN(Cc1ccccc1)CC2)c3ccc4CCCCNc4c3
tox21-mitotox-p1	CID_132916	0	132916	Fc6ccccc6C3=N[C@H](NC(=O)c1cc2ccccc2n1)C(=O)N5CCc4cccc3c45
tox21-mitotox-p1	CID_5282203	0	5282203	O=C(O)C(C)c1ccc(cc1)\C=C2/CCCCC2=O
tox21-mitotox-p1	CID_4726	0	4726	FC(F)(F)c1cc2NC(NS(=O)(=O)c2cc1S(N)(=O)=O)CCCCC
tox21-mitotox-p1	CID_164486	0	164486	OC[C@@H](O)[C@H](CO)OCn1ccnc1[N+]([O-])=O
tox21-mitotox-p1	CID_19596	0	19596	Cc2nc(NS(=O)(=O)c1ccc(N)cc1)cc(OC)n2
tox21-mitotox-p1	CID_3053	0	3053	O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O
tox21-mitotox-p1	CID_3019	0	3019	Clc1ccc2N=C(C)NS(=O)(=O)c2c1
tox21-mitotox-p1	CID_9363	0	9363	Oc1ccc(cc1OC)C(=O)N(CC)CC
tox21-mitotox-p1	CID_53708	0	53708	O=C(C=1NC(=O)NC=1C)c2ccc(SC)cc2
tox21-mitotox-p1	CID_72016	0	72016	CCC1(Cc2ccccc2O1)C3=NCCN3
tox21-mitotox-p1	CID_6207	0	6207	O=C(O)CN(CC(=O)O)CCOCCOCCN(CC(=O)O)CC(=O)O
tox21-mitotox-p1	CID_3433	0	3433	Cc2nc3N(Cc1ccco1)C(=O)N(C)C(=O)c3n2
tox21-mitotox-p1	CID_3331	0	3331	NC(=O)OCC(COC(N)=O)c1ccccc1
tox21-mitotox-p1	CID_3339	0	3339	O=C(c1ccc(Cl)cc1)c2ccc(OC(C)(C)C(=O)OC(C)C)cc2
tox21-mitotox-p1	CID_3373	0	3373	O=C(OCC)c3ncn2c3CN(C)C(=O)c1cc(F)ccc12
tox21-mitotox-p1	CID_3442	0	3442	OC(=O)c1ccc(CCCC)cn1
tox21-mitotox-p1	CID_3385	0	3385	FC1=CNC(=O)NC1=O
tox21-mitotox-p1	CID_3356	0	3356	FC(F)(F)COc2cc(C(=O)NCC1CCCCN1)c(OCC(F)(F)F)cc2
tox21-mitotox-p1	CID_4107	0	4107	NC(=O)OCC(O)COc1ccccc1OC
tox21-mitotox-p1	CID_10766	0	10766	Cl.CN(C)CC(C)(OC(=O)c1ccccc1)CC
tox21-mitotox-p1	CID_164652	0	164652	Cl.OC(CNCC)c1cc(O)ccc1
tox21-mitotox-p1	CID_2761171	0	2761171	CCc1cc(ccn1)C(N)=S
tox21-mitotox-p1	CID_68304	0	68304	Cl.CCCCOc1ccc(cc1)C(=O)CCN2CCCCC2
tox21-mitotox-p1	CID_102428	0	102428	Cl.CC2CC(OC(=O)C(O)c1ccccc1)CC(C)(C)N2C
tox21-mitotox-p1	CID_10830	0	10830	Cl.O=C(Nc1ccccc1)OCC(OC(=O)Nc2ccccc2)CN3CCCCC3
tox21-mitotox-p1	CID_3168	0	3168	Fc1ccc(cc1)C(=O)CCCN2CC=C(CC2)N3c4ccccc4NC3=O
tox21-mitotox-p1	CID_4100	0	4100	CN1N=C(S\C1=N/C(C)=O)S(=O)(N)=O
tox21-mitotox-p1	CID_68385	0	68385	Cl.COc1c(cc(cc1OC)C(=O)NCc2ccc(OCCN(C)C)cc2)OC
tox21-mitotox-p1	CID_11368	0	11368	Cl.Oc1ccc(cc1)C(O)C(C)NC(C)COc2ccccc2
tox21-mitotox-p1	CID_11391	0	11391	O=S(=O)(O)O.N=C(N)N1Cc2ccccc2CC1.N=C(N)N1Cc2ccccc2CC1
tox21-mitotox-p1	CID_4977	0	4977	CC(O)Cn2cnc1c2C(=O)N(C)C(=O)N1C
tox21-mitotox-p1	CID_3739	0	3739	O=C(Nc1c(I)c(c(I)cc1I)C(=O)O)CCCCC(=O)Nc2c(I)c(C(=O)O)c(I)cc2I
tox21-mitotox-p1	CID_6434144	0	6434144	O=C(O)[C@H](O)[C@@H](O)C(=O)O.CN2CCCN=C2/C=C/c1cccs1
tox21-mitotox-p1	CID_60196269	0	60196269	O[C@H](c1cc(O)ccc1)[C@H](C)N.O=C(O)[C@H](O)[C@H](O)C(=O)O
tox21-mitotox-p1	CID_23684677	0	23684677	[Na+].O=C([O-])[C@@H]3N4C(=O)[C@@H](NC(=O)[C@@H](NC(=O)N1CCNC1=O)c2ccccc2)[C@H]4SC3(C)C
tox21-mitotox-p1	CID_6420020	0	6420020	O[C@H]1C[C@@H](O)[C@H](/C=C/[C@@H](O)CCCCC)[C@H]1C\C=C/CCCC(=O)O.OCC(N)(CO)OC
tox21-mitotox-p1	CID_6604087	0	6604087	[Na+].[O-]S(=O)(=O)[C@@H](c1ccccc1)C(=O)N[C@@H]4C(=O)N3[C@H]4SCC(C[n+]2ccc(cc2)C(N)=O)=C3C([O-])=O
tox21-mitotox-p1	CID_6604557	0	6604557	[Ca+2].O.O.[O-]C(=O)[C@@H](C)c2cc(Oc1ccccc1)ccc2.[O-]C(=O)[C@@H](C)c2cc(Oc1ccccc1)ccc2
tox21-mitotox-p1	CID_441308	0	441308	O=C(O)[C@H](O)[C@@H](O)C(=O)O.CC(C)NCC(O)COc1ccc(CCOC)cc1.CC(C)NCC(O)COc1ccc(cc1)CCOC
tox21-mitotox-p1	CID_23666711	0	23666711	[Na+].N#CCSCC(=O)N[C@]3(OC)C(=O)N2C(=C(CSc1nnnn1C)CS[C@@H]23)C([O-])=O
tox21-mitotox-p1	CID_6604561	0	6604561	O=C(Oc1ccc(cc1)C(=O)OCC)CCCCCNC(=N)N.CS(=O)(=O)O
tox21-mitotox-p1	CID_60196356	0	60196356	[Na+].O=C([O-])[C@H]3N4C(=O)[C@@H](NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)c2ccccc2)[C@H]4SC3(C)C
tox21-mitotox-p1	CID_47320	0	47320	[O-]S(=O)(=O)c1ccccc1.[O-]S(=O)(=O)c1ccccc1.COc1ccc(cc1OC)CC5c6cc(OC)c(OC)cc6CC[N+]5(C)CCC(=O)OCCCCCOC(=O)CC[N+]3(C)CCc4cc(OC)c(OC)cc4C3Cc2ccc(OC)c(OC)c2
tox21-mitotox-p1	CID_23672566	0	23672566	[Na+].Nc1scc(n1)/C(=N\OC)C(=O)N[C@@H]3C(=O)N2C(=C(COC(C)=O)CS[C@@H]23)C([O-])=O
tox21-mitotox-p1	CID_23677829	0	23677829	[Na+].O.O.O=C([O-])Cc2ccc(C(=O)c1ccc(C)cc1)n2C
tox21-mitotox-p1	CID_54676538	0	54676538	O=C(O)c1cc(ccc1O)S(=O)(=O)O.NC(=O)C=3C(=O)[C@@]4(O)C(O)=C2C(=O)c1c(O)ccc(Cl)c1C(=C)[C@H]2[C@H](O)[C@H]4[C@@H](C=3O)N(C)C
tox21-mitotox-p1	CID_6604122	0	6604122	OCC(N)(CO)CO.O=C(O)[C@@H]1CCn2c(ccc12)C(=O)c3ccccc3
tox21-mitotox-p1	CID_62978	0	62978	CS(=O)(=O)O.COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4COc5ccccc5O4
tox21-mitotox-p1	CID_6536864	0	6536864	O.O.O.O.O.O=C(O)C(C)(C)O\N=C(\c1csc(N)n1)C(=O)N[C@@H]4C(=O)N3C(=C(C[n+]2ccccc2)CS[C@@H]34)C([O-])=O
tox21-mitotox-p1	CID_5362118	0	5362118	O.O.OC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCCN)N[C@@H](CCc1ccccc1)C(=O)O
tox21-mitotox-p1	CID_10313	0	10313	O=C(NO)c1ccccc1
tox21-mitotox-p1	CID_5280450	0	5280450	O=C(O)CCCCCCC/C=C\C/C=C\CCCCC
tox21-mitotox-p1	CID_978	0	978	OC(=O)c1ccc(N)cc1
tox21-mitotox-p1	CID_7501	0	7501	C=Cc1ccccc1
tox21-mitotox-p1	CID_5280934	0	5280934	O=C(O)CCCCCCC/C=C\C/C=C\C/C=C\CC
tox21-mitotox-p1	CID_8053	0	8053	CC(C)CCON=O
tox21-mitotox-p1	CID_7912	0	7912	CC(C)NC(C)C
tox21-mitotox-p1	CID_3017	0	3017	Cc1cc(OP(=S)(OCC)OCC)nc(n1)C(C)C
tox21-mitotox-p1	CID_7765	0	7765	CC(OCC)OCC
tox21-mitotox-p1	CID_12308	0	12308	BrCCCO
tox21-mitotox-p1	CID_9223	0	9223	c1cccc2occc12
tox21-mitotox-p1	CID_656655	0	656655	O[C@H]([C@H](O)CBr)[C@H](O)[C@H](O)CBr
