assay_name	compound_pubchem_cid	assay_outcome	cid	smiles
tox21-sbe-bla-antagonist-p1	CID_10708	0	10708	OC(=O)c1cc(ccc1C(=O)O)C(=O)O
tox21-sbe-bla-antagonist-p1	CID_13266	0	13266	Cl.N=C(N)NC(=N)NCCc1ccccc1
tox21-sbe-bla-antagonist-p1	CID_4211	0	4211	Clc2ccccc2C(C(Cl)Cl)c1ccc(Cl)cc1
tox21-sbe-bla-antagonist-p1	CID_9216	0	9216	c1ccc2Oc3ccccc3Oc2c1
tox21-sbe-bla-antagonist-p1	CID_7902	0	7902	CN(C)CCO
tox21-sbe-bla-antagonist-p1	CID_10555	0	10555	C/C(C)=C\Cl
tox21-sbe-bla-antagonist-p1	CID_743	0	743	O=C(O)CCCC(=O)O
tox21-sbe-bla-antagonist-p1	CID_7583	0	7583	c1ccccc1Oc2ccccc2
tox21-sbe-bla-antagonist-p1	CID_6529	0	6529	Cc1ccc(cc1)OP(=O)(Oc2ccc(C)cc2)Oc3ccc(C)cc3
tox21-sbe-bla-antagonist-p1	CID_10541	0	10541	O=P(OC)(OC)OC
tox21-sbe-bla-antagonist-p1	CID_7005	0	7005	Oc2cccc1ccccc12
tox21-sbe-bla-antagonist-p1	CID_9016	0	9016	COc1ccc(OC)cc1
tox21-sbe-bla-antagonist-p1	CID_21209	0	21209	Nc1ccc(Cl)c(N)c1
tox21-sbe-bla-antagonist-p1	CID_8923	0	8923	OCCOCCOCCOCCCC
tox21-sbe-bla-antagonist-p1	CID_7142	0	7142	c1cc5ccccc5cc1Nc2ccc(cc2)Nc3cc4ccccc4cc3
tox21-sbe-bla-antagonist-p1	CID_61945	0	61945	SCCc1cnccn1
tox21-sbe-bla-antagonist-p1	CID_21265	0	21265	C/C(C)=C\COC(=O)c1ccccc1
tox21-sbe-bla-antagonist-p1	CID_31954	0	31954	CCC(=O)OCCOc1ccccc1
tox21-sbe-bla-antagonist-p1	CID_240119	0	240119	O=C(CC(C)C)OC(C)(CC\C=C(\C)C)C=C
tox21-sbe-bla-antagonist-p1	CID_3321360	0	3321360	O=C1C(=O)CCCC1C
tox21-sbe-bla-antagonist-p1	CID_2723891	0	2723891	Cl.OC(=O)CC[C@H](N)C(=O)O
tox21-sbe-bla-antagonist-p1	CID_8834	0	8834	C\C(C)=C\CCC(C)CCOC(=O)CC
tox21-sbe-bla-antagonist-p1	CID_61209	0	61209	O=C1C(=O)CCC1C
tox21-sbe-bla-antagonist-p1	CID_62092	0	62092	O=C(Oc1ccc(C)cc1)CC(C)C
tox21-sbe-bla-antagonist-p1	CID_62661	0	62661	OC(Cc1ccccc1)CC(C)C
tox21-sbe-bla-antagonist-p1	CID_12150	0	12150	CCOc1ccc(O)cc1
tox21-sbe-bla-antagonist-p1	CID_62441	0	62441	OCCN(CCO)CCO.CCCCCCCCCCCC(=O)O
tox21-sbe-bla-antagonist-p1	CID_8159	0	8159	CCCCCCCOC(C)=O
tox21-sbe-bla-antagonist-p1	CID_15510	0	15510	SC1CCCC1
tox21-sbe-bla-antagonist-p1	CID_638500	0	638500	CC(=O)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)C
tox21-sbe-bla-antagonist-p1	CID_21574	0	21574	CC(C)(C)CC(C)CC=O
tox21-sbe-bla-antagonist-p1	CID_75360	0	75360	FC(F)(F)c1cccc(CC#N)c1
tox21-sbe-bla-antagonist-p1	CID_31227	0	31227	CC(C)CCOCc1ccccc1
tox21-sbe-bla-antagonist-p1	CID_61341	0	61341	O=Cc1cc2ccccc2o1
tox21-sbe-bla-antagonist-p1	CID_8087	0	8087	CC(O)COCC(C)O
tox21-sbe-bla-antagonist-p1	CID_228987	0	228987	CC(C)(C)c1ccc(CC(C)C=O)cc1
tox21-sbe-bla-antagonist-p1	CID_13624	0	13624	Nc1nc2ccccc2n1
tox21-sbe-bla-antagonist-p1	CID_62479	0	62479	COCN(COC)c1nc(nc(n1)N(COC)COC)N(COC)COC
tox21-sbe-bla-antagonist-p1	CID_8141	0	8141	CCCCCCCCC
tox21-sbe-bla-antagonist-p1	CID_1672	0	1672	NCCCOC
tox21-sbe-bla-antagonist-p1	CID_5280450	0	5280450	O=C(O)CCCCCCC/C=C\C/C=C\CCCCC
tox21-sbe-bla-antagonist-p1	CID_7355	0	7355	O=C(OCCOC(=O)C(=C)C)C(=C)C
tox21-sbe-bla-antagonist-p1	CID_11855	0	11855	Clc1cc(Cl)c(Cl)c(Cl)c1Cl
tox21-sbe-bla-antagonist-p1	CID_4909	0	4909	CCC1(C(=O)NCNC1=O)c2ccccc2
tox21-sbe-bla-antagonist-p1	CID_19499	0	19499	CC=CC(=O)O
tox21-sbe-bla-antagonist-p1	CID_7078	0	7078	COc1ccccc1NC(=O)CC(C)=O
tox21-sbe-bla-antagonist-p1	CID_15560	0	15560	OC(=O)CC(C(CC(=O)O)C(=O)O)C(=O)O
tox21-sbe-bla-antagonist-p1	CID_4075	0	4075	OC(=O)c1cc(N)ccc1O
tox21-sbe-bla-antagonist-p1	CID_37123	0	37123	Clc2ccc(NC(=O)NC(=O)c1c(F)cccc1F)cc2
tox21-sbe-bla-antagonist-p1	CID_78170	0	78170	COc1cc(NC(=O)CC(C)=O)c(cc1Cl)OC
tox21-sbe-bla-antagonist-p1	CID_2145	0	2145	CCC1(CCC(=O)NC1=O)c2ccc(N)cc2
tox21-sbe-bla-antagonist-p1	CID_7269	0	7269	Cc1cc(C)c(C)cc1C
tox21-sbe-bla-antagonist-p1	CID_16212880	0	16212880	CC(C)CCCCCCCOP(OCCCCCCCC(C)C)Oc1ccccc1
tox21-sbe-bla-antagonist-p1	CID_237332	0	237332	O=Cc1ccc(CO)o1
tox21-sbe-bla-antagonist-p1	CID_16036578	0	16036578	O=S(=O)(/C=C/c1cccs1)NC(=O)c2ccc(F)cc2Br
tox21-sbe-bla-antagonist-p1	CID_5284448	0	5284448	OCCOC1CC(OCCO)C(O1)C(COCCOC(=O)CCCCCCC\C=C\CCCCCCCC)OCCO
tox21-sbe-bla-antagonist-p1	CID_62306	0	62306	ClC(Cl)C(=O)N1c2ccccc2OCC1C
tox21-sbe-bla-antagonist-p1	CID_87984	0	87984	CCN(CCN)c1cc(C)ccc1
tox21-sbe-bla-antagonist-p1	CID_6654	0	6654	CC2(C)C1CC=C(C)C2C1
tox21-sbe-bla-antagonist-p1	CID_88069	0	88069	Cc1ccc2C(=O)OC(=O)c2c1
tox21-sbe-bla-antagonist-p1	CID_87244	0	87244	O=C(C)O[Si](OC(C)=O)(OC(=O)C)CC
tox21-sbe-bla-antagonist-p1	CID_7469	0	7469	O=C(C)c1ccc(O)cc1
tox21-sbe-bla-antagonist-p1	CID_971	0	971	O=C(O)C(=O)O
tox21-sbe-bla-antagonist-p1	CID_15359	0	15359	COc1nc(NCC)nc(NC(C)C)n1
tox21-sbe-bla-antagonist-p1	CID_5367692	0	5367692	CC(=O)OCCCCCCCCCC/C=C\CC
tox21-sbe-bla-antagonist-p1	CID_30709	0	30709	Clc2cc(OP(=S)(OC)c1ccccc1)c(Cl)cc2Br
tox21-sbe-bla-antagonist-p1	CID_89385	0	89385	O=C(C)OC(C)(CCCC(C)C)CC
tox21-sbe-bla-antagonist-p1	CID_5238	0	5238	I[Na]
tox21-sbe-bla-antagonist-p1	CID_62421	0	62421	CC(C)CCC(=O)CCC(C)C
tox21-sbe-bla-antagonist-p1	CID_6961	0	6961	OC(=O)c1cc(c(cc1C(=O)O)C(=O)O)C(=O)O
tox21-sbe-bla-antagonist-p1	CID_79571	0	79571	O=C(CC#N)OCCCC
tox21-sbe-bla-antagonist-p1	CID_17595	0	17595	O=C1CCCN1CC
tox21-sbe-bla-antagonist-p1	CID_6433266	0	6433266	OCC(O)COC(=O)CCCCCCC/C=C\C[C@H](O)CCCCCC
tox21-sbe-bla-antagonist-p1	CID_3720192	0	3720192	[Na+].Cc1ccc(cc1)S(=O)([O-])=O
tox21-sbe-bla-antagonist-p1	CID_11093	0	11093	Cc1ccccc1CCl
tox21-sbe-bla-antagonist-p1	CID_21921	0	21921	I.I.NCCN
tox21-sbe-bla-antagonist-p1	CID_91749	0	91749	O=C(O)c1c(Cl)ccc2cc(C)cnc12
tox21-sbe-bla-antagonist-p1	CID_70223	0	70223	O=S(=O)(O)OCCN
tox21-sbe-bla-antagonist-p1	CID_73854	0	73854	C=CCOCC(COCC=C)(CO)COCC=C
tox21-sbe-bla-antagonist-p1	CID_10434	0	10434	O=C1CCCC(=O)C1
tox21-sbe-bla-antagonist-p1	CID_12328	0	12328	O=C(CCCCC(=O)O)OC
tox21-sbe-bla-antagonist-p1	CID_16773	0	16773	Clc1ccc(Cl)cc1SCSP(=S)(OCC)OCC
tox21-sbe-bla-antagonist-p1	CID_62411	0	62411	OCCOCC#CCOCCO
tox21-sbe-bla-antagonist-p1	CID_66755	0	66755	CCOc1ccccc1O
tox21-sbe-bla-antagonist-p1	CID_54685925	0	54685925	Cl.CN(C)c2ccc(O)c1C(=O)C3=C(O)[C@]4(O)C(=O)C(=C(O)[C@@H](N(C)C)[C@@H]4C[C@@H]3Cc12)C(N)=O
tox21-sbe-bla-antagonist-p1	CID_20848	0	20848	O=S(C)(=O)c1cc(c(c(c1)[N+]([O-])=O)N(CCC)CCC)[N+]([O-])=O
tox21-sbe-bla-antagonist-p1	CID_32152	0	32152	CCNc1nc(C)c(CCCC)c(O)n1
tox21-sbe-bla-antagonist-p1	CID_66793	0	66793	COc1ccc(N)c(c1)[N+]([O-])=O
tox21-sbe-bla-antagonist-p1	CID_7043	0	7043	COc1ccccc1OC
tox21-sbe-bla-antagonist-p1	CID_84872	0	84872	CC(=C)O[Si](OC(=C)C)(OC(C)=C)C=C
tox21-sbe-bla-antagonist-p1	CID_60196427	0	60196427	CC(C)CC(C)CC(C)CC(C)COC(=O)c1ccccc1C(=O)OCC(C)CC(C)CC(C)CC(C)C
tox21-sbe-bla-antagonist-p1	CID_16683	0	16683	C(OCCOCC1CO1)C2CO2
tox21-sbe-bla-antagonist-p1	CID_77780	0	77780	O=C(C)O[Si](OC(C)=O)(OC(=O)C)C=C
tox21-sbe-bla-antagonist-p1	CID_12398	0	12398	CCCCCCCCCCCCCCCCC
tox21-sbe-bla-antagonist-p1	CID_64832	0	64832	CC(C)(C)c1ccc(CCC=O)cc1
tox21-sbe-bla-antagonist-p1	CID_16237	0	16237	O=C(CCc1ccccc1)OCC
tox21-sbe-bla-antagonist-p1	CID_604152	0	604152	C=C(C)c1cccc(c1)C(C)(C)\N=C=O
tox21-sbe-bla-antagonist-p1	CID_75557	0	75557	O=C(OCc1ccccc1)/N=N/C(=O)OCc2ccccc2
tox21-sbe-bla-antagonist-p1	CID_5354266	0	5354266	O=C(\C=C/C(=O)OCC=C)OCC=C
tox21-sbe-bla-antagonist-p1	CID_69297	0	69297	ON(Cc1ccccc1)Cc2ccccc2
tox21-sbe-bla-antagonist-p1	CID_94785	0	94785	OCCSCSCCO
tox21-sbe-bla-antagonist-p1	CID_8489	0	8489	O=[N+]([O-])c1cc(Cl)ccc1
tox21-sbe-bla-antagonist-p1	CID_7257	0	7257	Nc1cc(Cl)c(Cl)cc1
tox21-sbe-bla-antagonist-p1	CID_2779938	0	2779938	CN(C)C(=S)NC
tox21-sbe-bla-antagonist-p1	CID_6046	0	6046	O=NN1CCOCC1
tox21-sbe-bla-antagonist-p1	CID_7677	0	7677	OCCN1CCNCC1
tox21-sbe-bla-antagonist-p1	CID_4754	0	4754	CCOc1ccc(cc1)NC(C)=O
tox21-sbe-bla-antagonist-p1	CID_23676814	0	23676814	[K+].O=C([O-])[C@@H]2N3C(=O)[C@@H](NC(=O)COc1ccccc1)[C@H]3SC2(C)C
tox21-sbe-bla-antagonist-p1	CID_6998	0	6998	O=Cc1ccccc1O
tox21-sbe-bla-antagonist-p1	CID_12076	0	12076	OC(=O)c1ccc(cc1N)[N+]([O-])=O
tox21-sbe-bla-antagonist-p1	CID_13165	0	13165	C=CC(=O)OCCO
tox21-sbe-bla-antagonist-p1	CID_10458	0	10458	O=C(O)CCCCCCCCCCCC(=O)O
tox21-sbe-bla-antagonist-p1	CID_2708	0	2708	O=C(O)CCCc1ccc(cc1)N(CCCl)CCCl
tox21-sbe-bla-antagonist-p1	CID_5280373	0	5280373	COc1ccc(cc1)C3=COc2cc(O)cc(O)c2C3=O
tox21-sbe-bla-antagonist-p1	CID_11769	0	11769	[O-][N+](=O)c1ccc2CCc3cccc1c23
tox21-sbe-bla-antagonist-p1	CID_5284344	0	5284344	OC(=O)[C@@H](N)COC(=O)/C=[N+]=[N-]
tox21-sbe-bla-antagonist-p1	CID_8034	0	8034	CC(C)CCC(C)=O
tox21-sbe-bla-antagonist-p1	CID_7220	0	7220	c1cccc2nnnc12
tox21-sbe-bla-antagonist-p1	CID_36383	0	36383	OCCN(CCO)c1ccc(NCCO)c(c1)[N+]([O-])=O
tox21-sbe-bla-antagonist-p1	CID_24685	0	24685	CC(C)OC(=O)Nc1ccccc1
tox21-sbe-bla-antagonist-p1	CID_7707	0	7707	O=CCCc1ccccc1
tox21-sbe-bla-antagonist-p1	CID_7738	0	7738	COc1ccc(CO)cc1
tox21-sbe-bla-antagonist-p1	CID_8918	0	8918	CC(=O)OCCCCCCCCC
tox21-sbe-bla-antagonist-p1	CID_76674	0	76674	Oc1cc(C)cc(OC)c1
tox21-sbe-bla-antagonist-p1	CID_62539	0	62539	CCC(=O)C(=O)CC
tox21-sbe-bla-antagonist-p1	CID_30771	0	30771	CC(=O)OCCC1CCCCC1
tox21-sbe-bla-antagonist-p1	CID_57483158	0	57483158	OC(CC(=O)O)(CC(=O)O)C(=O)OC(C)C
tox21-sbe-bla-antagonist-p1	CID_91410	0	91410	CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCC(C)C
tox21-sbe-bla-antagonist-p1	CID_95392	0	95392	O=C(OCC)CC1(C)OCC(C)O1
tox21-sbe-bla-antagonist-p1	CID_86287524	0	86287524	CC3(C)C1CC2(CC1)[C@H]3C(=O)CCC2(C)C
tox21-sbe-bla-antagonist-p1	CID_92938	0	92938	O=C(O)CCC(C)(/N=N/C(C)(C#N)CCC(=O)O)C#N
tox21-sbe-bla-antagonist-p1	CID_61384	0	61384	CCCCCC(=O)OCCc1ccccc1
tox21-sbe-bla-antagonist-p1	CID_539829	0	539829	COc1cc(ccc1OC(=O)C(C)C)C=O
tox21-sbe-bla-antagonist-p1	CID_34286	0	34286	Cc1occc1S
tox21-sbe-bla-antagonist-p1	CID_5281516	0	5281516	C/C(C)=C\CCC(\C)=C\C\C=C(/C)C=C
tox21-sbe-bla-antagonist-p1	CID_12366	0	12366	O=C(CCCCCCCCCCCCCCC)OCC
tox21-sbe-bla-antagonist-p1	CID_179	0	179	CC(=O)C(C)O
tox21-sbe-bla-antagonist-p1	CID_7439	0	7439	CC1=CCC(CC1=O)C(C)=C
tox21-sbe-bla-antagonist-p1	CID_16678	0	16678	CC(C)(C)c1cccc(C)c1O
tox21-sbe-bla-antagonist-p1	CID_36822	0	36822	c1nc2CCCCc2nc1
tox21-sbe-bla-antagonist-p1	CID_6019	0	6019	Cl.Oc1c(CO)c(cnc1C)CO
tox21-sbe-bla-antagonist-p1	CID_90818	0	90818	CCCCCCCCCCC=CC#N
tox21-sbe-bla-antagonist-p1	CID_8069	0	8069	CCC\C=N/O
tox21-sbe-bla-antagonist-p1	CID_18204	0	18204	CN(C)CCOCCN(C)C
tox21-sbe-bla-antagonist-p1	CID_8160	0	8160	O=C(C)OCCOCCCC
tox21-sbe-bla-antagonist-p1	CID_8200	0	8200	OCCOCCOCCOCCO
tox21-sbe-bla-antagonist-p1	CID_12463	0	12463	Clc1ccc(Cl)c(Cl)c1Cl
tox21-sbe-bla-antagonist-p1	CID_5192	0	5192	O=C(O)CCCCCCCCC(=O)O
tox21-sbe-bla-antagonist-p1	CID_12389	0	12389	CCCCCCCCCCCCCC
tox21-sbe-bla-antagonist-p1	CID_12433	0	12433	BrC(Br)C(=O)O
tox21-sbe-bla-antagonist-p1	CID_1133	0	1133	O=C(O)CS
tox21-sbe-bla-antagonist-p1	CID_13522	0	13522	CCO[Si](OCC)(OCC)CCC#N
tox21-sbe-bla-antagonist-p1	CID_7153	0	7153	Clc1cc(C)c(OC(C)C(=O)O)cc1
tox21-sbe-bla-antagonist-p1	CID_6559	0	6559	CC(C)C#N
tox21-sbe-bla-antagonist-p1	CID_61040	0	61040	O=COC(C)(CC\C=C(\C)C)C=C
tox21-sbe-bla-antagonist-p1	CID_8559	0	8559	O=C(OCCC)c1ccccc1C(=O)OCCC
tox21-sbe-bla-antagonist-p1	CID_24434	0	24434	[K+].[O-][N+]([O-])=O
tox21-sbe-bla-antagonist-p1	CID_31404	0	31404	CC(C)(C)c1cc(C)cc(c1O)C(C)(C)C
tox21-sbe-bla-antagonist-p1	CID_6184	0	6184	CCCCCC=O
tox21-sbe-bla-antagonist-p1	CID_17163	0	17163	CCCCCCCCCCCCOCC1CO1
tox21-sbe-bla-antagonist-p1	CID_37829	0	37829	ClC(Cl)C(=O)N(CC=C)CC=C
tox21-sbe-bla-antagonist-p1	CID_3735	0	3735	Ic1cc(I)c(N)c(I)c1CC(CC)C(=O)O
tox21-sbe-bla-antagonist-p1	CID_2734171	0	2734171	[Cl-].CCCC[n+]1ccccc1
tox21-sbe-bla-antagonist-p1	CID_91649	0	91649	O=C(Nc1cc(c(cc1)[N+]([O-])=O)C(F)(F)F)C(C)(C)O
tox21-sbe-bla-antagonist-p1	CID_75908	0	75908	Nc1ccc(CCC)cc1
tox21-sbe-bla-antagonist-p1	CID_79302	0	79302	OC1CCC(CC1)C(C)(C)CC
tox21-sbe-bla-antagonist-p1	CID_78882	0	78882	CN(C)CCCNC(=O)C(=C)C
tox21-sbe-bla-antagonist-p1	CID_5364579	0	5364579	C\C=C(/C)C(C)=O
tox21-sbe-bla-antagonist-p1	CID_7034	0	7034	O=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2
tox21-sbe-bla-antagonist-p1	CID_104150	0	104150	O=C(CCN(CCCC)C(C)=O)OCC
tox21-sbe-bla-antagonist-p1	CID_15466	0	15466	Cc1nc(N)nc(OC)n1
tox21-sbe-bla-antagonist-p1	CID_253881	0	253881	[Na+].[Br-]
tox21-sbe-bla-antagonist-p1	CID_90255	0	90255	COCCOCCOCCOCCOCCO
tox21-sbe-bla-antagonist-p1	CID_13382	0	13382	CCCCCSCCCCC
tox21-sbe-bla-antagonist-p1	CID_12344	0	12344	CC(C)CCCC(=O)O
tox21-sbe-bla-antagonist-p1	CID_10953	0	10953	O=C1CCCCO1
tox21-sbe-bla-antagonist-p1	CID_61585	0	61585	CC(=O)c2cc(cc1c2CCC1(C)C)C(C)(C)C
tox21-sbe-bla-antagonist-p1	CID_20417	0	20417	O=CN1CCOCC1
tox21-sbe-bla-antagonist-p1	CID_22344	0	22344	Clc1sc(Cl)c(Cl)c1Cl
tox21-sbe-bla-antagonist-p1	CID_20691	0	20691	CCCCN(CCCC)C(=O)N(CCCC)CCCC
tox21-sbe-bla-antagonist-p1	CID_75472	0	75472	CC1(C)CC(O)CC(C)(C)N1C
tox21-sbe-bla-antagonist-p1	CID_67322	0	67322	OCCN(CCN(CCO)CCO)CCO
tox21-sbe-bla-antagonist-p1	CID_31957	0	31957	CCN(CC)c1nc(C)cc(OP(=S)(OCC)OCC)n1
tox21-sbe-bla-antagonist-p1	CID_23676735	0	23676735	[K+].OC(=O)c1ccccc1C([O-])=O
tox21-sbe-bla-antagonist-p1	CID_91734	0	91734	Clc2cc(NC(=O)NC(=O)c1c(F)cccc1F)c(F)c(Cl)c2F
tox21-sbe-bla-antagonist-p1	CID_82161	0	82161	OP(O)(=O)OCCCCCCCCCCCCC
tox21-sbe-bla-antagonist-p1	CID_88043	0	88043	Cc1ccc(cc1N)C(N)=O
tox21-sbe-bla-antagonist-p1	CID_5795	0	5795	Cl.Nc1ccc(cc1)C(=O)OCCN(CC)CC
tox21-sbe-bla-antagonist-p1	CID_6997371	0	6997371	C[C@@]12CC[C@@H](C1)C(C)(C)[C@@H]2O
tox21-sbe-bla-antagonist-p1	CID_21220	0	21220	OC(=O)CC(C(=O)O)S(=O)(=O)O
tox21-sbe-bla-antagonist-p1	CID_7219	0	7219	c1cccc2CC=Cc12
tox21-sbe-bla-antagonist-p1	CID_14310	0	14310	CCCCNc1ccccc1
tox21-sbe-bla-antagonist-p1	CID_31398	0	31398	O=C1CCC(=O)N1Cl
tox21-sbe-bla-antagonist-p1	CID_75654	0	75654	ClP(=O)(Oc1ccccc1)Oc2ccccc2
tox21-sbe-bla-antagonist-p1	CID_3086157	0	3086157	CN(C)CCOCCN(C)CCO
tox21-sbe-bla-antagonist-p1	CID_7116	0	7116	O=S(=O)(O)c1ccc2cc(N)ccc2c1
tox21-sbe-bla-antagonist-p1	CID_23690437	0	23690437	[Na+].[S-]C(=S)OCC
tox21-sbe-bla-antagonist-p1	CID_17617	0	17617	O=C(CCC1CCCCC1)OCC=C
tox21-sbe-bla-antagonist-p1	CID_171018	0	171018	O=[N+]([O-])c1ccc(Cl)cc1C(=O)OC
tox21-sbe-bla-antagonist-p1	CID_92238	0	92238	O=C1NN(CC1(C)CO)c2ccccc2
tox21-sbe-bla-antagonist-p1	CID_1268142	0	1268142	C=C(C)[C@@H]1CCC2=CC(=O)C[C@@H](C)[C@]2(C)C1
tox21-sbe-bla-antagonist-p1	CID_81410	0	81410	O=S(N)(=O)c1ccccc1Cl
tox21-sbe-bla-antagonist-p1	CID_69990	0	69990	ClP(=O)(Cl)c1ccccc1
tox21-sbe-bla-antagonist-p1	CID_2723869	0	2723869	S=C1N=C(N)NN1
tox21-sbe-bla-antagonist-p1	CID_94232	0	94232	O=C(OCC1CCCO1)C=C
tox21-sbe-bla-antagonist-p1	CID_520789	0	520789	[O]N(C(C)(C)C1)C(C)(C)CC1=O
tox21-sbe-bla-antagonist-p1	CID_798	0	798	c1cccc2nccc12
tox21-sbe-bla-antagonist-p1	CID_7855	0	7855	C=CC#N
tox21-sbe-bla-antagonist-p1	CID_30360	0	30360	O=NN1CCCCCCC1
tox21-sbe-bla-antagonist-p1	CID_1639	0	1639	Nc1ncnn1
tox21-sbe-bla-antagonist-p1	CID_7807	0	7807	Nc1ccc(Br)cc1
tox21-sbe-bla-antagonist-p1	CID_40585	0	40585	Br/C(Br)=C/[C@H]3[C@@H](C(=O)O[C@H](C#N)c2cccc(Oc1ccccc1)c2)C3(C)C
tox21-sbe-bla-antagonist-p1	CID_7903	0	7903	[O-][N+](=O)CCC
tox21-sbe-bla-antagonist-p1	CID_1989	0	1989	O=C(NC1CCCCC1)NS(=O)(=O)c2ccc(cc2)C(C)=O
tox21-sbe-bla-antagonist-p1	CID_12967	0	12967	NC(=O)N(CC)N=O
tox21-sbe-bla-antagonist-p1	CID_122903	0	122903	O=C(C)C1C(=O)C=C(C)OC1=O
tox21-sbe-bla-antagonist-p1	CID_5362	0	5362	O=C(O)CCC(=O)OCC2(CCCC)C(=O)N(c1ccccc1)N(C2=O)c3ccccc3
tox21-sbe-bla-antagonist-p1	CID_66666	0	66666	C=Cc1ccccc1C=C
tox21-sbe-bla-antagonist-p1	CID_8640	0	8640	Nc2cccc1ccccc12
tox21-sbe-bla-antagonist-p1	CID_7517	0	7517	O\N=C1/CCCCC1
tox21-sbe-bla-antagonist-p1	CID_12958	0	12958	CP(=O)(OC)OC
tox21-sbe-bla-antagonist-p1	CID_4421	0	4421	O=C(O)C2=CN(CC)c1nc(C)ccc1C2=O
tox21-sbe-bla-antagonist-p1	CID_7418	0	7418	Cc1cccc(c1)C(O)=O
tox21-sbe-bla-antagonist-p1	CID_5755	0	5755	OCC(=O)[C@@]4(O)CC[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3CCC1=CC(=O)C=C[C@@]12C
tox21-sbe-bla-antagonist-p1	CID_74879	0	74879	Cc1cc(cc(C)c1C(=O)C)C(C)(C)C
tox21-sbe-bla-antagonist-p1	CID_76497	0	76497	OCCN(CCO)c1ccc(C)cc1
tox21-sbe-bla-antagonist-p1	CID_38854	0	38854	O=C1C(=NN=C(C)N1N)c2ccccc2
tox21-sbe-bla-antagonist-p1	CID_13233	0	13233	CC1(C)SC(C)(C)SC(C)(C)S1
tox21-sbe-bla-antagonist-p1	CID_23675339	0	23675339	[Na+].[O-]S(=O)(=O)c1ccc(cc1)N3N=C(C)C(\N=N/c2ccccc2)C3=O
tox21-sbe-bla-antagonist-p1	CID_12566	0	12566	Cc1ccc(cc1)c2ccccc2
tox21-sbe-bla-antagonist-p1	CID_81263	0	81263	CC(=C)CCC[C@H](C)CCO
tox21-sbe-bla-antagonist-p1	CID_31226	0	31226	CC(=O)OCCCc1ccccc1
tox21-sbe-bla-antagonist-p1	CID_3354132	0	3354132	O=C1C=COC(C)=C1OC(=O)C(C)C
tox21-sbe-bla-antagonist-p1	CID_69091	0	69091	Oc2ccccc2C(=O)Oc1ccc(C)cc1
tox21-sbe-bla-antagonist-p1	CID_5352539	0	5352539	O=C(OCC/C=C\CC)C(C)C
tox21-sbe-bla-antagonist-p1	CID_91333	0	91333	O=CN(CCO)CCO
tox21-sbe-bla-antagonist-p1	CID_62098	0	62098	CC(=O)CCc1ccc2OCOc2c1
tox21-sbe-bla-antagonist-p1	CID_23173	0	23173	O=C1CCCCCCCCCCOCCCCO1
tox21-sbe-bla-antagonist-p1	CID_7984	0	7984	O=C1CCCCCCCCCCCCCCCO1
tox21-sbe-bla-antagonist-p1	CID_61663	0	61663	Cc1ccc(C=O)s1
tox21-sbe-bla-antagonist-p1	CID_169794	0	169794	CC(C)CCCCCCCOC(=O)c1cc(C(=O)OCCCCCCCC(C)C)c(cc1)C(=O)OCCCCCCCC(C)C
tox21-sbe-bla-antagonist-p1	CID_7742	0	7742	O=C1CCC(CCC)O1
tox21-sbe-bla-antagonist-p1	CID_7663	0	7663	CC(C)C(=O)OCC=Cc1ccccc1
tox21-sbe-bla-antagonist-p1	CID_17181	0	17181	C[Si](C)(CCCN)O[Si](C)(C)CCCN
tox21-sbe-bla-antagonist-p1	CID_7658	0	7658	CCCC(=O)OCCc1ccccc1
tox21-sbe-bla-antagonist-p1	CID_13521	0	13521	CCO[Si](OCC)(OCC)CCCN
tox21-sbe-bla-antagonist-p1	CID_14260	0	14260	CCCCCCCCCCCCC=C
tox21-sbe-bla-antagonist-p1	CID_8783	0	8783	ClCCOP(OCCCl)OCCCl
tox21-sbe-bla-antagonist-p1	CID_7375	0	7375	FC(F)(F)c1cc(N)ccc1
tox21-sbe-bla-antagonist-p1	CID_2286	0	2286	CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
tox21-sbe-bla-antagonist-p1	CID_9473	0	9473	CC(=O)OCc1ccc2OCOc2c1
tox21-sbe-bla-antagonist-p1	CID_5320	0	5320	Nc1ccc(cc1)S(=O)(=O)NC(C)=O
tox21-sbe-bla-antagonist-p1	CID_17162	0	17162	CCC(CCCC)COCC1CO1
tox21-sbe-bla-antagonist-p1	CID_31279	0	31279	C=CCNCC=C
tox21-sbe-bla-antagonist-p1	CID_79878	0	79878	O=C(c1ccc(cc1O)N(CC)CC)c2ccccc2C(=O)O
tox21-sbe-bla-antagonist-p1	CID_6503	0	6503	OCC(N)(CO)CO
tox21-sbe-bla-antagonist-p1	CID_7451	0	7451	O=C(Cl)c1cccc(c1)C(Cl)=O
tox21-sbe-bla-antagonist-p1	CID_87587	0	87587	C=C(C)CNCC
tox21-sbe-bla-antagonist-p1	CID_2757748	0	2757748	Clc1ccc(CCCCC)cc1
tox21-sbe-bla-antagonist-p1	CID_24309	0	24309	CCC(CCCC)COC(=O)CS
